
--------------------------------
0,0.81009
10,0.02393
20,0.01705
30,0.01505
40,0.01493
50,0.01222
60,0.01126
70,0.01104
80,0.01383
90,0.01233
100,0.01104
110,0.01172
120,0.01193
130,0.00943
